id,uuid,observed_on,quality_grade,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1533418,4d821df2-11f7-42fd-ab61-84bac0583462,2015-05-23,research,38.951266,-95.378594,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
1538859,3da5f6e3-e9d7-48ae-bc17-d757d4cb89ce,2015-05-24,research,38.952305,-95.37777,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
1543110,59869b3a-c1ea-43a9-b487-fb79f1dc69ad,2015-05-24,research,39.04167,-94.72024,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
1543405,bf77a8b1-e471-4433-87dc-bd4e0a1d914e,2015-05-24,research,35.028818,-89.266577,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
1548018,31c167cb-4dcb-454a-add3-7f2c284a98b7,2015-05-19,research,37.755784,-89.097137,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
1548040,cafe3e0e-fe98-4853-87ea-ce242c2c671c,2015-05-23,research,38.871019,-92.315155,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
1558289,e5d0ebad-e957-4a5a-bb58-353723996c4a,2015-05-28,research,39.106504,-96.595649,Dwarf Periodical Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
1567509,0d092f26-be82-4bf3-b0a6-a8240c765bcb,2015-05-30,research,38.8641047963,-95.344127651,Magicicada,Magicicada,Periodical Cicadas,Insecta,83854
1567513,eb1d1b7e-f9d3-48ad-932b-c3fb8e411eb6,2015-05-30,research,38.907599,-95.326996,Magicicada,Magicicada,Periodical Cicadas,Insecta,83854
1587813,1ee2f58e-1119-4dbd-9a0c-e686352bb16f,2015-06-03,needs_id,39.106008,-96.596636,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
1589843,342c8c2e-d090-4283-98e8-8f7fe7fef4e7,2015-06-04,research,41.207233,-81.810112,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
1802088,5b2d3c38-408e-4531-81e2-86f32b278a8f,2015-07-25,research,37.563125,-96.4877783333,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
2010182,8431670d-7de9-489f-8cba-b5dd99bbb811,2015-06-28,needs_id,39.3689064028,-95.4018408805,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2116042,23a5f761-f924-4a3f-babc-d907cfb778ed,2015-06-13,research,38.890599,-94.859927,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2253409,3511af45-69df-4359-8401-1a63a8b8b2f4,2015-10-15,research,41.114709,-82.065293,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2348407,3eaac172-8a12-4c8a-bfc1-7d1a2571cd75,2013-06-30,research,40.680704,-74.38548,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2399685,c316cfe9-04b3-4f02-9bdd-45447cd2d617,2015-05-27,needs_id,34.270352184,-89.497423639,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2399686,89e617e1-004a-4268-9067-0a1fb922d1fa,2015-05-27,research,34.2347284721,-89.5361855195,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
2403782,97bc18a7-8cea-405f-b6ca-2d5ea53476b7,2015-03-30,research,39.686934,-94.126053,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2451516,26954cce-820c-4c08-8533-cb7b5c42cfd5,2015-06-07,research,35.608556,-90.326189,Magicicada,Magicicada,Periodical Cicadas,Insecta,83854
2569651,8fe4591f-b188-420b-99a1-be1e55b7f955,2015-05-23,research,38.94626,-92.44653,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2826076,419f8ebb-5573-4285-bde5-f9a36aba21b8,2016-03-24,research,41.32556232,-81.56197584,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2852787,13388561-4c7d-4aad-863c-a31cb68dca7e,2016-03-30,research,41.4128954395,-81.4647092516,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2872633,765b5ae9-43d0-400f-bd0d-e839fb599c92,2016-03-30,research,41.1328388333,-81.1381,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2879669,7441852d-e56f-4506-8fee-e75241678ffe,2016-04-03,needs_id,41.412942,-81.469347,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2952075,aa88725d-38ee-41de-8f9a-4073a36d82a0,2016-04-16,research,41.2013229646,-81.5578555436,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
2999346,ab473972-aa83-47fa-a71e-87d62d4ba6be,2016-04-14,research,41.3172280211,-81.6153885997,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3005700,890be3d3-b47b-4920-b69a-f7691f02bce5,2016-04-22,research,41.332655,-81.409605,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3005871,7759c4fd-0816-43d3-8a81-514ad1a836d9,2016-04-22,research,41.11686554,-82.06115785,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3045180,a88a7448-c269-4bb8-b1a0-2c671793b237,2016-04-27,research,40.6617793332,-74.5571252741,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3048228,80e4ec7e-e1cb-4ba4-8a07-a9468a09ee20,2016-04-26,research,41.264441,-81.847708,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3064984,f48395ae-4f6a-4641-8017-7679d52647fb,2016-04-30,research,41.3257075,-81.5622481,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3073071,166df70c-9d15-40d3-b648-0594e0b432ca,2016-05-01,research,41.264441,-81.847708,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3158739,e19afbd2-18e1-4d70-bcba-86d1b61be548,2016-05-08,research,41.3528966667,-81.825805,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3171668,df397f44-f232-4d97-ac79-93107dca9d96,2016-05-12,research,39.085968,-82.669739,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3181977,73affd91-978c-4206-864a-9772bace43fd,2016-05-14,research,39.581137,-82.209363,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3206575,22832ebf-877b-49f6-9436-b0d2adb65772,2016-05-18,research,41.2125923158,-81.578385925,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3207122,2ba63dc7-701b-490a-b829-24980f20eacd,2016-05-18,needs_id,39.1931878869,-76.7828375661,Periodical Cicadas,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3208481,a03fad5e-c7af-4f10-935b-d06c8ef67872,2016-05-16,research,41.32573593,-81.5624275,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3209551,27437d89-ed61-4148-8b0b-fbaec4d82b2b,2016-05-18,research,41.1786842123,-81.507421895,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3213175,8368354d-bd0e-4efd-ba23-d4aee5bbd3e5,2016-05-19,needs_id,39.3250923157,-82.1008377075,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3223724,07046d68-5b24-401b-879b-f1bb34c6682c,2016-05-20,research,41.1892767297,-81.5828498361,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3223762,050f430a-2c3a-4de3-9400-34a9e82bb9f0,2016-05-20,research,41.18930507,-81.5828256,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3229654,d2a5e01e-6307-4f3c-8549-d5e4f6866cda,2016-05-20,research,41.102978,-81.903334,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3232836,4747d7b9-f598-41a0-9038-5c064dd7c1e1,2016-05-20,research,39.332025,-82.1058195,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3235283,ae2feab9-3f27-442b-9546-4ff4b1490e35,2016-05-20,research,41.216498511,-81.5260450077,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3237193,5ed5b2a0-e0e6-4e23-846c-e65befc1934a,2016-05-20,research,41.11408177,-81.55703379,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3238221,244b43f9-5e7a-4ae6-aac2-9656609d0086,2016-05-20,research,41.2126589,-81.5781079,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3248596,f7596ade-d784-4b30-9ea6-c51ed265a6bf,2016-05-21,needs_id,39.9988838703,-82.1095361094,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3251525,89c6529c-042e-413d-986d-e778c5bd2afb,2016-05-21,research,38.9651171411,-81.915716365,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3251561,86f39d67-f8af-4f4f-b714-b82ac34b8078,2016-05-21,research,38.9703399074,-81.9148364246,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3253970,c7cfdfd6-cef3-4199-8507-bc30f17007f1,2016-05-21,research,41.1881466667,-81.5514616667,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3262139,8579be6d-98d4-4efa-afe9-bb0cdfbc8826,2015-06-06,needs_id,36.22206,-95.902094,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3268862,fe0ab02e-d926-4b5d-a845-e252d6d25871,2016-05-21,research,38.9704416667,-81.9150416667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3276035,3baca99c-ad3d-4327-9c97-edcefc033414,2016-05-19,research,39.973832,-80.471624,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3279882,14b68af3-66c9-474c-9045-887f6b87fb56,2016-05-22,research,38.2136430592,-79.5921271295,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3279885,3350d07b-a15b-4914-9589-0d0351239164,2016-05-22,research,38.2136430592,-79.5921271295,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3291012,bbe45240-af0b-4728-a4fa-0370edc6710a,2016-05-24,research,41.2317866667,-81.5057616667,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3296276,0da9af0a-99e5-4531-b0d3-2c8f17cfceba,2016-05-24,research,,,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3299334,e1ecdcae-c064-43f7-957e-086a164acf5b,2016-05-25,research,41.102461,-81.903613,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3302319,78377df5-d958-430e-b58f-8bd062c0fd93,2016-05-25,needs_id,41.1139019096,-81.5977981221,Periodical Cicadas,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3303831,b4600fa0-c7ad-4752-8c92-28c82505525b,2016-05-25,research,41.3018239167,-81.5992494485,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3305623,26868574-1d8b-4d4b-966a-4e9fe5844259,2016-05-26,research,41.3942,-81.529305,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3305919,1f7248ee-bc52-4b80-bdac-1fa42965aa0a,2016-05-25,research,41.257572,-82.06156,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3306250,b9b7a0e0-73b5-47ac-ad6c-06c2f3a6c5d9,2016-05-26,research,41.108818,-81.735501,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3306308,8a2ef9e9-fe42-4eda-b945-324da04056c6,2016-05-26,needs_id,41.252425,-81.4078616667,Periodical Cicadas,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3306362,93d41bde-511f-4ac2-82c0-47838b3ffb4e,2016-05-26,research,41.150999,-81.550892,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3309554,86e2f590-cb5d-43a7-804f-0e83e5f9e591,2016-05-26,research,41.32587186,-81.56195743,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3310564,e34a8f73-9feb-4709-b55c-08c3a6b79654,2016-05-26,research,41.2277215701,-81.7112614344,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3310622,fcd0feaf-22ec-45db-ac23-e38ea03c7c2d,2016-05-26,research,41.2177335115,-81.716714464,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3310630,4ef36b09-9d2d-4ebc-a484-faf72adb24e2,2016-05-26,research,41.1820431198,-81.8096483026,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3310728,1d2dd4d8-2e58-432b-b567-51d1c5d4b7bb,2016-05-26,research,41.2872238159,-81.568611145,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3310751,b41fcd60-6f0e-4a23-ac3e-3fc1e767fb13,2016-05-26,research,41.319082,-81.80826,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3311987,5db6561f-34d2-438f-8fab-3ab02dc18328,2016-05-26,research,41.038716303,-81.6196111031,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3312007,882e662b-49b1-48b3-98b6-ea4052e15998,2016-05-26,research,41.2710089279,-81.5547470119,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3314496,7ff42f6a-9f34-46fd-9a4e-bbdc77628588,2016-05-27,needs_id,41.2240487617,-81.5105976631,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3315304,9fad7445-856b-495e-9af5-549b0708767d,2016-05-27,research,40.5853841175,-81.1684953981,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3315362,e4692956-37f7-4235-878b-7a8e71146a82,2016-05-27,research,40.5853423756,-81.1685020198,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3319655,83456440-db33-44bd-86cb-ad8e10ec6cdc,2016-05-27,research,41.3903024111,-81.6169537341,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3319689,69bf265b-1fec-4089-b4cb-62b58daddb88,2016-05-27,research,,,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3319695,53367822-4e78-41fd-b0e9-0d29118332bc,2016-05-27,research,,,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3320086,a722652a-3ef6-4f1c-a5aa-7b0bf990dab3,2016-05-26,research,41.280825,-81.567812,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3321897,a57da64c-129f-4d09-8b94-bc4ac77b4a56,2016-05-25,research,39.7271583333,-82.591675,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3325338,67db5a54-a8f7-4d13-b41a-990b0aa7cbe5,2016-05-26,research,41.623354,-81.202594,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3326623,a45cf10d-0604-4d7d-967d-c1aefb47af4e,2016-05-28,research,41.216499,-81.526451,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3331313,28e31c37-29fa-4ced-95cb-229f4d241efe,2016-05-29,research,41.2908325195,-81.5947189331,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3331314,0012c457-b16d-4c18-9893-326af5e648e5,2016-05-29,research,41.2908325195,-81.5947189331,Dwarf Periodical Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
3331388,f24218bf-5a43-421d-a0e6-4d9495e8f47f,2016-05-29,research,41.2908325195,-81.5947189331,Dwarf Periodical Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
3331518,3fcc38d6-7cc8-424a-8557-e221ed0dca1f,2016-05-29,research,41.32597072,-81.56215289,Dwarf Periodical Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
3333160,37774bf0-3278-452c-932e-422b2ac670fe,2016-05-29,research,41.2905540466,-81.5947189331,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3333171,88529f0f-19a1-4c9f-912f-32088f24aeb2,2016-05-29,research,41.3178440184,-81.4152006247,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3333213,b7fcd2fe-47e5-406c-a656-85d2cc870cf3,2016-05-29,needs_id,41.3326060586,-81.4102388733,Periodical Cicadas,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3333682,6f49dddd-9806-40bd-9d0a-1f3eac4d6dc0,2016-05-29,research,,,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3334022,648bd23e-b484-4447-b2c5-7a80c436b6c5,2016-05-29,research,41.3908196109,-81.4774025411,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3334036,500b3ca0-8540-413f-91c1-39e313e9fe39,2016-05-29,research,41.3899569376,-81.4773829882,Dwarf Periodical Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
3334965,c568ef90-8d0f-49fb-9a28-c36c858639b2,2016-05-29,research,41.2542621,-81.6088898,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3335229,f02fe44b-2329-42fc-af0b-df4db899fa72,2016-05-28,research,41.630171,-81.189914,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3338807,b062268d-a60d-497e-ab17-2ec9423be34d,2016-05-30,research,41.3171459735,-81.5981331468,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3338962,8b8ec024-19e7-4f41-804a-980ec8f72042,2016-05-30,research,41.219619345,-81.5760586505,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3342326,1bcde690-8e6f-4a05-8118-81331ec61710,2016-05-30,research,40.053018,-82.2364,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
3347786,e04114ab-538b-470b-9696-02c2c083b6a3,2016-05-31,research,41.1559195,-81.4752666667,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3348118,ea0f1b64-129b-4300-819b-5380e3b61155,2016-05-31,research,41.21046133,-81.80923189,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3348119,a959a2f8-c5ea-455d-908f-2a888feada7d,2016-05-31,research,41.26549887,-81.84319286,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3350027,72b69a10-1b4e-481d-9d63-841295d73516,2016-05-27,research,40.8200488926,-81.0871743411,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3350049,f07a1398-3790-4256-b5e7-0134f992a822,2016-05-31,research,41.044429,-82.144754,Dwarf Periodical Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
3350129,51b94b07-1345-46a6-8a6d-5c04a8463028,2016-05-31,research,41.04429,-82.144754,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
3350215,979373f4-5b7a-4654-b119-9efb327d0638,2016-05-28,research,41.185203,-81.796136,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
